signevent,q1,q2,unid,id,outcome_class,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,Emoji
Horse Riding,"i will take Liam horse riding on Saturday, Liam has autism and this is one activity that he enjoys so much. I will begin my journey at 3pm and arrive at 3:15. Liam will feed Hank the pig first and then get ready to ride his pony. The lesson lasts half an hour and is just about right for him. Liam has enjoyed this activity since he was 4 years old.","Because Liam is autistic routine is very much a part of our lives and he understands what day of the week it is and what activity we are going to do. To defer from routine in our house is not good, so we do the same things week in and week out. Horse riding is planned every Saturday at 3:30pm all year round (even in the winter!!)",Jq487584,28,t,1,140,50.67,71.61,62.17,78.19,17.5,9.29,87.14,52.86,13.57,8.57,2.14,2.86,0,3.57,0,5,5,12.14,11.43,4.29,7.86,0.71,17.86,1.43,0.71,1.43,6.43,3.57,2.86,2.86,0,0,0,0,6.43,0,0,0,3.57,5,1.43,1.43,0,0,1.43,0.71,0.71,0.71,0,0.71,1.43,0,0.71,0,0.71,6.43,2.86,1.43,0,2.14,0,0.71,12.86,3.57,22.14,4.29,6.43,11.43,0.71,0,0.71,0,0,0,0,0,0,0,0,0,10.71,5,1.43,1.43,0,0,1.43,0,0,0,1.43,0,0
I will be going for a meal with my family on Friday to celebrate my son's 16th birthday.,"My family consisting of my two children and my partner will go to a restaurant on Friday evening, we will have a meal to celebrate my son's birthday. It will be my son's choice what sort of restaurant but I think he will chose Chinese.","My  son's birth date is 18.07.2002.
We celebrate his birthday every year but this is especially important as 16 is an important year and we want to give him special memories.",VK642202,29,t,1,77,32.58,90.28,65.41,90.27,19.25,20.78,96.1,51.95,20.78,16.88,9.09,3.9,0,3.9,0,3.9,3.9,9.09,11.69,1.3,6.49,0,16.88,2.6,1.3,1.3,5.19,1.3,3.9,3.9,0,0,0,0,20.78,5.19,2.6,0,7.79,11.69,3.9,0,1.3,1.3,2.6,2.6,0,0,0,0,3.9,0,0,0,3.9,12.99,9.09,2.6,3.9,0,0,0,11.69,5.19,12.99,1.3,1.3,10.39,0,6.49,1.3,0,0,0,0,0,0,0,0,0,12.99,7.79,1.3,0,0,0,0,0,0,3.9,0,0,0
Take my daughter to the swimming pool,I will be taking my daughter to the local leisure centre on Friday morning for swimming in the teaching pool. She is only 2 so it is more like splashing than swimming!,"It is something I do most weeks, as I don't work on fridays so it is our usual treat together.",YC488267,30,t,1,52,28.63,42.37,97.39,62.24,17.33,19.23,96.15,59.62,19.23,11.54,7.69,1.92,0,1.92,0,7.69,3.85,15.38,15.38,5.77,5.77,1.92,17.31,9.62,9.62,0,1.92,3.85,1.92,1.92,0,0,0,0,7.69,1.92,0,3.85,0,5.77,0,0,0,3.85,0,1.92,0,0,0,0,0,0,0,0,0,9.62,3.85,1.92,1.92,1.92,0,0,15.38,1.92,25,3.85,11.54,9.62,3.85,5.77,0,0,0,0,0,0,0,0,0,0,9.62,3.85,1.92,0,0,0,1.92,0,0,1.92,0,0,0
Visiting a local attraction with my family and enjoying my day there,"WE will drive to the attraction, wander around enjoying the sights there and take some time for lunch and snacks.",I often visit local attractions at the weekend and usually eat lunch and sometimes snacks there.,oX505845,31,t,1,36,69.3,71.09,94.42,98.27,18,16.67,94.44,50,5.56,5.56,2.78,2.78,0,0,0,0,8.33,11.11,2.78,13.89,11.11,0,11.11,0,0,0,0,2.78,5.56,5.56,0,0,0,0,5.56,0,0,0,0,11.11,0,0,0,11.11,0,0,2.78,2.78,0,0,13.89,0,0,0,13.89,5.56,2.78,0,0,2.78,0,0,5.56,2.78,27.78,5.56,8.33,13.89,0,2.78,0,0,0,0,0,0,0,0,0,0,8.33,5.56,2.78,0,0,0,0,0,0,0,0,0,0
Going on a weekend camping trip with my brother.,"We will travel to Vermont and camp at a lake. Then we will go hiking, cook food, swim, and take a boat out on the lake.",We have planned out the trip and made reservations from next Thursday until Sunday.,pB141847,32,t,1,40,93.26,93.3,99,25.77,13.33,10,85,52.5,7.5,7.5,0,7.5,0,0,0,0,10,17.5,7.5,0,12.5,0,17.5,2.5,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0,5,0,0,0,5,12.5,7.5,2.5,0,2.5,0,2.5,10,7.5,35,12.5,10,12.5,0,10,0,0,0,0,0,0,0,0,0,0,15,7.5,7.5,0,0,0,0,0,0,0,0,0,0
We will be going to my parent's for their annual summer family garden party to celebrate our birthdays.,I will travel with my husband and children to my parent's house - my mum is a great cook and my grandparents will be there. Hopefully we will have good weather and spend time in the garden. I need to get some sticker books to keep the children happy while we have some champagne!,"We have this family gathering every year as it is my, my husband's, my sister's and my mother's birthdays all in july and we take this occasion at the end of the month to celebrate together with family.",vf021438,33,t,1,91,50.2,90.62,63.54,98.16,22.75,18.68,97.8,54.95,18.68,15.38,10.99,4.4,0,0,0,3.3,5.49,12.09,9.89,2.2,7.69,0,16.48,3.3,1.1,0,0,4.4,5.49,5.49,0,0,0,0,19.78,9.89,0,3.3,3.3,6.59,0,0,2.2,3.3,2.2,0,0,0,0,0,1.1,0,0,0,1.1,21.98,14.29,2.2,3.3,4.4,0,0,13.19,4.4,14.29,1.1,4.4,8.79,2.2,7.69,4.4,1.1,0,0,0,0,0,0,0,0,12.09,3.3,2.2,0,0,0,1.1,1.1,0,4.4,0,0,0
Choosing a new kitten. Watching an episode of my favorite show before bed.,"I have decided to get a new kitten, and I have made arrangements to go and choose which kitten out THIRTY kittens! I will go to a foster kitten house and choose which one fits me best. Also, my favorite leisure activity is catching up on a TV show that I love before I go to sleep.","I have made arrangements to meet with the kitten foster home this week, and I have been watching my favorite show every night for the past few weeks and find it very funny, and such a good way to relax from the day! I will watch it every night this week.",Xd313414,34,t,1,108,66.94,20.24,90.03,99,21.6,9.26,88.89,50.93,16.67,10.19,10.19,0,0,0,0,6.48,6.48,12.04,7.41,2.78,6.48,0,17.59,6.48,1.85,1.85,1.85,2.78,6.48,6.48,0,0,0,0,1.85,0,0,0,0,7.41,3.7,1.85,0,0,1.85,0,3.7,3.7,0,0,1.85,0.93,0,0,0,5.56,1.85,0.93,1.85,2.78,0,4.63,11.11,1.85,14.81,2.78,3.7,8.33,0,1.85,1.85,0,0,0,0,0,0,0,0,0,8.33,2.78,3.7,0,0,0,1.85,0,0,0,0,0,0
Fitness class with my best friend,"I go to my local leisure centre with my friend, get weighed by the instructor then attend an exercise class where we do circuits",It is on at 6pm on Tuesdays. I have a sign in card as evidence of attendance,nR497816,35,t,1,41,93.26,40.36,99,25.77,20.5,19.51,87.8,56.1,14.63,12.2,9.76,2.44,0,0,0,2.44,7.32,21.95,7.32,2.44,4.88,0,14.63,2.44,2.44,2.44,2.44,0,0,0,0,0,0,0,4.88,0,2.44,0,0,2.44,2.44,0,0,0,0,0,0,0,0,0,4.88,0,2.44,0,2.44,7.32,4.88,0,0,2.44,0,2.44,14.63,2.44,26.83,4.88,17.07,4.88,4.88,2.44,0,0,0,0,0,0,0,0,0,0,4.88,2.44,2.44,0,0,0,0,0,0,0,0,0,0
Taking my kids out on their bikes to learn how to cycle.,"In early evening I will take my son and daughter to the park where there is a nice flat surface and practice balancing on their bikes for an hour. The aim is to give them both the confidence to cycle unaided, so we can attempt a bike ride in the woods.",I have two kids and they really want to learn to ride their bikes. The weather is great right now so theres no reason not to do so.,KG344197,36,t,1,79,59.1,64.81,82.39,89.4,19.75,11.39,91.14,58.23,10.13,10.13,3.8,1.27,0,0,5.06,0,10.13,12.66,10.13,10.13,7.59,2.53,13.92,5.06,0,1.27,1.27,1.27,3.8,3.8,0,0,0,0,11.39,2.53,0,1.27,1.27,7.59,2.53,1.27,1.27,0,1.27,2.53,0,0,0,0,0,0,0,0,0,6.33,1.27,2.53,1.27,3.8,0,0,16.46,1.27,18.99,2.53,10.13,6.33,2.53,3.8,0,0,0,0,0,0,0,0,0,0,6.33,5.06,1.27,0,0,0,0,0,0,0,0,0,0
"Taking my children to build a bear workshop, to build a bear each with the vouchers I got for them.","I plan to take them to the build a bear workshop at the retail park as I think you can get better deals there (although I’ve not been before) and hopefully parking should be free.  I’m a little concerned that they may only accept one money off voucher as one is for my husband account and he won’t be there - but if I tell them that they are sharing, then if they get one each it will be even more of a treat!  They have never been before and I’ve been wanting to take them for a while so I’m hoping it will be a good start to the summer holidays!","I think I may have answered that in the last question by mistake.  I could screenshot the voucher - but I’m not sure that the study would allow this.  The vouchers were free ones given by build a bear as they underestimated the response to their “pay your age” promotion.  We only gave until 13th or 14th August to go as that’s when they expire so I figure, get in early and if it’s busy, we can always try again another day.  I have no way of persuading you - unless you go on Friday and we see you there!!",Cl213472,37,t,1,209,15.08,57.59,59.8,93.34,26.13,10.53,93.3,64.11,20.57,15.79,6.7,1.44,2.39,0.48,4.78,4.78,6.7,11.96,14.35,5.74,11,2.39,22.49,5.74,3.83,0.48,2.39,1.44,5.74,4.78,0.48,0,0,0,11.96,0.48,0,0,0.96,15.31,3.35,0.96,4.78,4.78,1.44,4.78,0.48,0.48,0,0,0,0,0,0,0,8.61,2.39,1.91,1.44,3.83,0,2.87,14.83,4.31,12.92,0.96,3.35,8.61,2.87,0.48,0,2.87,0,0,0,0,0,0,0,0,12.92,2.39,1.44,0,0,0,1.91,1.44,0.96,3.83,0.96,0,0
Spending the day with my niece who lives away from our home town and who I do not get to see very often,I will get the train to LINCOLN where my niece lives and meet her at the train station.  We will immediately hit the shops and I will spend far too much money spoiling her with new clothes and make up.  We will go to our favourite little cafe for lunch and milkshakes before hitting the shops again.,I don’t get to see my niece very often as she works long night shifts as a nurse so when I do get to meet up with her it’s extremely special and fun. The train is more like a slow bus and takes forever to reach its destination and there are never any seats so I have to stand the entire journey but it is worth it.,xc134294,38,t,1,124,36.43,62.65,34.13,71.22,24.8,10.48,90.32,58.06,14.52,11.29,5.65,2.42,0,3.23,0,3.23,6.45,12.9,8.87,9.68,10.48,1.61,19.35,7.26,4.03,1.61,0,3.23,2.42,2.42,0,0,0,0,8.87,1.61,0,4.84,0,6.45,0,0.81,0,1.61,3.23,0.81,0.81,0.81,0,0,4.84,0.81,1.61,0,2.42,9.68,4.03,0.81,1.61,3.23,0,0,15.32,4.03,15.32,2.42,5.65,8.06,0.81,3.23,0,4.03,0,0,0,0,0,0,0,0,5.65,4.03,0,0,0,0,0,0,0,1.61,0,0,0
"Meeting my new baby nephew, Kian.","We are going to my sister-in-law’s house to meet my gorgeous new nephew, Kian. We will take my children to meet him and we will take the gifts we have bought for him.","My nephew was born prematurely on the 12th of July, 2018 at the Luton and Dunstable hospital. We haven’t been able to meet him before now as he has been in an incubator.",tC040125,39,t,1,66,57.84,98.8,16.48,54.29,16.5,10.61,90.91,60.61,19.7,19.7,6.06,7.58,0,6.06,0,0,6.06,16.67,13.64,1.52,4.55,1.52,25.76,6.06,3.03,0,3.03,0,1.52,1.52,0,0,0,0,24.24,4.55,0,1.52,9.09,1.52,0,0,0,0,0,1.52,0,0,0,0,1.52,0,1.52,0,0,19.7,13.64,1.52,1.52,3.03,0,7.58,15.15,4.55,13.64,1.52,4.55,7.58,0,0,1.52,1.52,0,0,0,0,0,0,0,0,15.15,6.06,3.03,0,0,0,0,3.03,0,3.03,0,0,0
I plan on meeting friend in town for a night out after the return from ladies day at the races.,I will take the bus from my town and go to town. I plan on meeting my friends at a local pub and then as it gets later we will go to the best clubs which we think is Flares.,I have already planned on borrowing money until I get paid in order to go out.,yY050275,40,t,1,56,76.76,50,99,59.59,18.67,8.93,96.43,57.14,17.86,14.29,10.71,3.57,0,0,0,3.57,5.36,19.64,7.14,1.79,8.93,0,21.43,5.36,5.36,1.79,0,0,1.79,1.79,0,0,0,0,7.14,0,1.79,0,0,1.79,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.64,7.14,5.36,3.57,7.14,0,3.57,16.07,7.14,28.57,5.36,14.29,7.14,1.79,3.57,0,5.36,0,0,0,0,0,0,0,0,5.36,5.36,0,0,0,0,0,0,0,0,0,0,0
do go for my weekly run,it s lesiure activity that i try to do every week. In order to stay fit and healthy i enjoy going for a run every week. It keeps my stress levels low too.,i use various running apps on my smartphone like nike run+ and strava to  record and document my weekly runs so providing evidence is easy.,JY218766,41,t,1,58,65.11,19.44,99,58.39,14.5,15.52,86.21,41.38,15.52,10.34,10.34,0,0,0,0,5.17,1.72,12.07,3.45,3.45,6.9,0,18.97,5.17,3.45,0,0,5.17,8.62,5.17,3.45,1.72,0,1.72,1.72,0,0,0,0,8.62,1.72,1.72,0,1.72,3.45,0,0,0,0,0,0,0,0,0,0,5.17,0,1.72,3.45,0,0,0,15.52,1.72,25.86,10.34,10.34,5.17,0,1.72,0,0,0,0,1.72,0,1.72,0,0,0,8.62,6.9,0,0,0,0,0,0,0,0,0,1.72,0
My son will be getting married on Saturday the 28th so a big day all round for the whole family looking forward to it,My son will be getting married to his long-term girlfriend is two little girls will be flower girls so this will be really good his other two brothers will be handing out leaflets we think everything is all of together as long as the weather outside should be a good day,They will be getting married on the 28th of July 2018 and it will be in Tintinhull church this is a village near Yeovil in Somerset then on to a reception in a stately house near South Petherton,eX245324,42,t,1,89,67.47,89.16,37.57,68.2,89,21.35,86.52,58.43,11.24,5.62,1.12,1.12,0,2.25,1.12,5.62,6.74,16.85,19.1,2.25,5.62,0,22.47,2.25,2.25,0,4.49,1.12,2.25,2.25,0,0,0,0,14.61,4.49,1.12,2.25,4.49,6.74,1.12,0,1.12,0,2.25,2.25,0,0,0,0,0,0,0,0,0,12.36,7.87,0,0,4.49,0,0,12.36,7.87,17.98,0,14.61,3.37,0,0,1.12,0,1.12,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,1.12,0,0,0,0,0
Watching TV after work.,Sitting on the red couch in my living room watching T.V. after work. I may drink a cold bottled water and eating my dinner at the same time.,You can ask my wife. She can vouch for me.,CM854828,43,t,1,39,82.82,50,88.5,25.77,7.8,7.69,89.74,48.72,17.95,17.95,12.82,0,2.56,2.56,0,0,7.69,12.82,7.69,0,2.56,0,15.38,10.26,5.13,0,0,0,0,0,0,0,0,0,10.26,2.56,0,5.13,0,2.56,0,0,0,2.56,0,0,7.69,5.13,0,2.56,12.82,0,2.56,0,10.26,5.13,2.56,2.56,0,0,0,0,10.26,2.56,17.95,0,12.82,5.13,2.56,2.56,5.13,0,0,0,0,0,0,0,0,0,15.38,15.38,0,0,0,0,0,0,0,0,0,0,0
"I will be celebrating my best friend, Candice, graduating college!","At the end of July my best friend, Candice, will have finished her final class needed to graduate with her undergrad degree in Biology! We will be having a party in our apartment for her accomplishment on Saturday! All of our friends and family are invited to congratulate and have a good time. We will have food, refreshments, music, and fun activities for people to participate in at the party!",She will be getting a degree and her transcript will show that she has graduated. As for the party we have purchased a lot of party supplies and even a congratulations graduate banner. For all of the things we have purchased for the party we have receipts as proof. I have the invite that I have sent out to all of our family and friends as well to prove that this is a real event that will be happening on Saturday at 4pm. We have spent lots of planning into making this a great celebration!,Zj295632,44,t,1,165,80.14,98.25,2.98,99,18.33,16.97,92.12,59.39,15.15,10.91,1.82,5.45,0,3.64,0,4.24,7.88,18.18,13.33,1.21,5.45,0,17.58,4.24,2.42,0,0.61,3.03,6.06,6.06,0,0,0,0,17.58,1.21,1.82,3.64,0,5.45,0.61,0.61,0.61,1.21,3.03,0,1.21,0.61,0.61,0,1.21,0,0,0,0.61,15.76,12.12,2.42,0.61,2.42,0,2.42,9.09,4.24,11.52,0.61,6.06,4.85,4.85,6.06,1.82,1.82,0,0,0.61,0,0,0,0.61,0,8.48,3.03,3.03,0,0,0,2.42,0,0,0,0,0,0
Watching TV with my partner in bed on our projector.,Before going to sleep we will turn on the Projector and sound system in our room and watch the last few episodes of the handmaids tale.,The Projector and sound system are controlled by a series of voice commands that I programmed with some home automation hardware. Hopefully that’s specific enough to know I’m telling the truth.,sL249217,45,t,1,57,94.74,70.08,19.27,86.53,19,21.05,85.96,47.37,10.53,7.02,3.51,3.51,0,0,0,3.51,10.53,15.79,7.02,1.75,5.26,0,14.04,5.26,1.75,0,0,5.26,3.51,3.51,0,0,0,0,5.26,0,0,0,0,10.53,1.75,1.75,1.75,3.51,3.51,0,7.02,1.75,5.26,0,1.75,1.75,0,0,0,7.02,3.51,0,3.51,0,0,0,10.53,5.26,12.28,3.51,5.26,3.51,5.26,0,3.51,0,0,0,0,0,0,0,0,0,8.77,5.26,0,0,0,0,0,0,0,3.51,0,0,0
Celebrating my bestfriends hen weekend,"My best friend Carla asked me last year to be her bridesmaid. I was absolutely delighted as I have never been a bridesmaid before. She asked me and 5 other friends, 2 of them I am really close to. Me and all the other bridesmaids have all arranged her hen weekend together. We have arranged to go to a villa in benalmadina. There is 17 of us in total. We are staying for 3 nights. (Friday to Monday) We will be going to ocean beach club and having 2 nights out! We all have purchased special outfits to wear and have been saving all year for this weekend!! So excited.",I could give you my flight information. I could also get my friends to give you their word. You could also check my social media which would confirm this.,Yw999402,46,t,1,139,20.72,88.92,49.09,78.5,10.69,14.39,91.37,57.55,21.58,17.99,8.63,3.6,2.16,2.16,1.44,3.6,2.16,12.23,13.67,5.04,5.76,0.72,20.14,3.6,2.16,0.72,3.6,3.6,2.88,2.88,0,0,0,0,17.99,0,2.16,4.32,0,10.79,0.72,0,2.88,0,5.04,2.16,0,0,0,0,0.72,0.72,0,0,0,10.07,7.91,0.72,0.72,2.16,0,3.6,10.79,1.44,14.39,2.88,4.32,7.91,0,2.88,0,1.44,0,0,0.72,0,0,0.72,0,0,12.23,7.91,0.72,0,0,0,2.16,0,0,0,1.44,0,0
Getting a Swedish massage at a day spa,"I will drive to a salon/day spa located about 15 minutes from where I live in the afternoon. After I park and walk to the location, I'll check in with the receptionist and wait to be taken back to the spa area. Another woman will come, my masseuse, and lead me to another waiting area. There, I will fill out a form dealing with any health concerns and, after giving the form back to the woman to look over, will be lead to the massage room. There, I will be instructed to prepare for the massage alone. After preparing, the woman will knock and enter the room and I will receive the massage for 45 minutes. After it is over, the woman will leave and I will get dressed and walk with her to the front desk, where I will pay with my credit card and leave.","The massage will cost $40 (plus tip), my appointment is at 1:15 p.m., and my masseuse's name will be Teri (I already booked the appointment).",PO981298,47,t,1,175,85.26,34.44,93.91,35.77,21.88,14.29,86.86,57.14,10.86,9.14,8.57,0,0,0.57,0,1.71,9.71,16.57,10.86,4.57,6.29,0,18.29,2.86,2.29,1.14,2.86,1.71,1.71,1.14,0.57,0,0,0.57,4.57,0,0,2.86,0,1.71,0,1.14,0,0.57,0,0,0.57,0.57,0,0,1.14,0,1.14,0,0,4,0,1.14,2.29,1.71,0,1.14,9.14,8.57,22.29,5.71,10.29,8,4,1.71,1.14,1.71,0,0,0,0,0,0,0,0,17.71,5.71,6.86,0.57,0,0,0,0,0,1.14,2.29,1.14,0
going camping with my family,"I am going camping with my husband and two children.  We are going to a campsite in Wales near the coast.  We will take our own 4-man tent and a campstove and BBQ.  We will spend time playing on the beach, before going back to the campsite to cook our evening meal.  There will be lots of space on the campsite for the children to run around and have fun.  We hope there will be wildlife to spot.","We enjoy camping as a family activity and it is now the school summer holidays which is a perfect time to go.  The weather at the moment is dry and sunny (we have a heatwave!), and is ideal for camping and being outdoors.",iI943217,48,t,1,121,81.76,93.15,22.81,98.69,15.13,15.7,88.43,57.85,9.92,8.26,1.65,6.61,0,0,0,1.65,10.74,14.88,12.4,4.13,7.44,0,19.83,4.13,1.65,0.83,1.65,0.83,5.79,5.79,0,0,0,0,9.92,1.65,0,0,0.83,3.31,0,0,1.65,1.65,0.83,0,1.65,0.83,0,0.83,2.48,0,0,0,2.48,12.4,8.26,0.83,1.65,1.65,0,0,14.05,6.61,16.53,4.13,6.61,6.61,0.83,7.44,0.83,0.83,0,0,0,0,0,0,0,0,11.57,6.61,1.65,0,0,0,0.83,0.83,0,0,1.65,0,0
